,word,freq
3720,visiting,3
3721,nope,3
3722,peachy,3
3723,hazies,3
3724,america,3
3725,plump,3
3726,described,3
3727,coasts,3
3728,reviewing,3
3729,weekend,3
3730,avery,3
3731,mellows,3
3732,spotlight,3
3733,everywhere,3
3734,brother,3
3735,send,3
3736,slices,3
3737,closes,3
3738,pillow,3
3739,ridiculously,3
3740,ac,3
3741,tekua-,3
3742,lake,3
3743,tries,3
3744,separate,3
3745,uber,3
3746,barrage,3
3747,cannabis,3
3748,bouquet.taste,3
3749,plain,3
3750,peppermint,3
3751,happen,3
3752,month-old,3
3753,webby/spotty,3
3754,wished,3
3755,liking,3
3756,counter,3
3757,curtains,3
3758,refrigerated,3
3759,creating,3
3760,vintageappearance,3
3761,accompanies,3
3762,oversized,3
3763,judged,3
3764,accordingly,3
3765,dogfish,3
3766,upper,3
3767,sick,3
3768,transitioning,3
3769,doesnt,3
3770,thankful,3
3771,glasses,3
3772,refrigerator,3
3773,mentioned,3
3774,seattle,3
3775,distinguish,3
3776,till,3
3777,suggested,3
3778,stoked,3
3779,brewery.l,3
3780,receives,3
3781,8oz,3
3782,-grainy,2
3783,alan,2
3784,belching,2
3785,aún,2
3786,evoking,2
3787,failing,2
3788,foams,2
3789,earthier,2
3790,más,2
3791,citrus.t,2
3792,frustrated,2
3793,stirred,2
3794,grade,2
3795,starters,2
3796,desire,2
3797,mauve,2
3798,pits,2
3799,calls,2
3800,splintery,2
3801,afterward,2
3802,theme,2
3803,showcased,2
3804,jesús,2
3805,50°f,2
3806,heartbeat,2
3807,revered,2
3808,conveying,2
3809,counterbalance,2
3810,sucker,2
3811,trapped,2
3812,bombastic,2
3813,enormous,2
3814,unexpectedly,2
3815,managing,2
3816,mulberries,2
3817,sports,2
3818,racey,2
3819,neighborhood,2
3820,frosting,2
3821,distributed,2
3822,unattractive,2
3823,fobab,2
3824,props,2
3825,arena,2
3826,integral,2
3827,smoothie.overall,2
3828,backlog,2
3829,g,2
3830,129,2
3831,prepared,2
3832,pinnacle,2
3833,dave,2
3834,sub-style,2
3835,correct,2
3836,nailed,2
3837,judge,2
3838,powerfully,2
3839,heatthis,2
3840,private,2
3841,strange,2
3842,medium-high,2
3843,gobbledygook,2
3844,ranger,2
3845,bag,2
3846,aventinus,2
3847,80,2
3848,successful,2
3849,bottle.i,2
3850,5oz,2
3851,introduction,2
3852,sucks,2
3853,tho,2
3854,fav,2
3855,yellow/gold,2
3856,so-so,2
3857,nyc,2
3858,65,2
3859,chore,2
3860,thinks,2
3861,120,2
3862,catching,2
3863,steroids,2
3864,beeradvocate,2
3865,chocolates,2
3866,concludes,2
3867,talent,2
3868,genuine,2
3869,abvo,2
3870,thicket,2
3871,trend,2
3872,ne-style,2
3873,gums,2
3874,ordinary,2
3875,wasted,2
3876,elsewhere,2
3877,chocolatetaste,2
3878,rivals,2
3879,lactobacillius,2
3880,snifter.look-,2
3881,redolent,2
3882,lineup,2
3883,4.0,2
3884,fool,2
3885,credit,2
3886,finishoverall,2
3887,predominate,2
3888,utterly,2
3889,recycling,2
3890,ring.the,2
3891,perks,2
3892,corpo,2
3893,bread.t,2
3894,kumquat,2
3895,sweetest,2
3896,smellfeel,2
3897,singular,2
3898,trill,2
3899,undoubtedly,2
3900,distribution,2
3901,weekly,2
3902,expand,2
3903,descibe,2
3904,booze-soaked,2
3905,weighty,2
3906,hurts,2
3907,scoffed,2
3908,samoa,2
3909,heres,2
3910,redundant,2
3911,it.the,2
3912,car,2
3913,menu,2
3914,format,2
3915,instagram,2
3916,floral.mouthfeel,2
3917,vs,2
3918,reliable,2
3919,hophead,2
3920,types,2
3921,unnoticed,2
3922,assumed,2
3923,italian,2
3924,ed,2
3925,marvelous,2
3926,complain,2
3927,overlooking,2
3928,pictures,2
3929,41,2
3930,hugely,2
3931,bran,2
3932,reads,2
3933,vaniglia,2
3934,carbonationtaste,2
3935,website,2
3936,caramela,2
3937,medium/full,2
3938,resonate,2
3939,actual,2
3940,vicious,2
3941,spot-on,2
3942,mouthfeelo,2
3943,pretentious,2
3944,tide,2
3945,spicier,2
3946,altogether,2
3947,dainty,2
3948,hearing,2
3949,chalkiness,2
3950,funkier,2
3951,england-style,2
3952,stunningly,2
3953,pancake,2
3954,woodier,2
3955,residue,2
3956,8/9/22,2
3957,funk.taste,2
3958,bready/biscuity,2
3959,1600,2
3960,bodied.overall,2
3961,subsides,2
3962,mango/orange,2
3963,wheelhouse,2
3964,max,2
3965,uniced,2
3966,amd,2
3967,mango.taste,2
3968,danktaste,2
3969,11/11/21,2
3970,0.5,2
3971,poke,2
3972,carbonation.overall-,2
3973,eases,2
3974,closing,2
3975,arrives,2
3976,.pours,2
3977,lodge,2
3978,background.t,2
3979,minimal-no,2
3980,balance.mouthfeel,2
3981,suffused,2
3982,1-2,2
3983,supports,2
3984,pint.a,2
3985,creep,2
3986,heartburn,2
3987,nostrils,2
3988,glow,2
3989,prospect,2
3990,niceoverall,2
3991,looksmell,2
3992,17/18,2
3993,burnished,2
3994,pa.,2
3995,playfully,2
3996,saturating,2
3997,cluster,2
3998,manifest,2
3999,time.taste,2
4000,lacto-funk,2
4001,underscore,2
4002,cotton,2
4003,heart,2
4004,georgetown,2
4005,welcoming,2
4006,red/brown,2
4007,define,2
4008,curd,2
4009,copious,2
4010,mingling,2
4011,shipped,2
4012,backbeats,2
4013,circle,2
4014,rested,2
4015,pedro,2
4016,bolder,2
4017,end.the,2
4018,daughter,2
4019,gunner,2
4020,sweetener,2
4021,charcoally,2
4022,penetrate,2
4023,patchy,2
4024,tumbler.look,2
4025,regrets,2
4026,issue,2
4027,perceive,2
4028,rocks,2
4029,fest,2
4030,11.2,2
4031,crossing,2
4032,refrains,2
4033,online,2
4034,dipping,2
4035,shipping,2
4036,potential,2
4037,tax,2
4038,mouthfeel.overall,2
4039,st,2
4040,affordable,2
4041,influenced,2
4042,frost,2
4043,3.5,2
4044,smokes,2
4045,meyer,2
4046,wildflowers,2
4047,acceptable,2
4048,crime,2
4049,tightly,2
4050,damon,2
4051,decanter,2
4052,cradled,2
4053,sheeting,2
4054,28,2
4055,shifting,2
4056,embedded,2
4057,pinpricks,2
4058,navel,2
4059,overcome,2
4060,faint.t,2
4061,post-decant,2
4062,oversaturated,2
4063,pre-decant,2
4064,tells,2
4065,spider,2
4066,web,2
4067,spritzy,2
4068,~20,2
4069,cusp,2
4070,simpler,2
4071,splendid,2
4072,etched,2
4073,composed,2
4074,patch,2
4075,s-,2
4076,leanings,2
4077,ashen,2
4078,dotted,2
4079,driven,2
4080,history,2
4081,readily,2
4082,pick-your,2
4083,consignment,2
4084,london,2
4085,citraquench,2
4086,elevating,2
4087,overtakes,2
4088,embodies,2
4089,thoughtful,2
4090,reached,2
4091,hotness,2
4092,noticeable.t,2
4093,hidden.f,2
4094,mamaroneck,2
4095,3/26/22,2
4096,philly,2
4097,ended,2
4098,partial,2
4099,rush,2
4100,barrel.t,2
4101,colder,2
4102,breathes,2
4103,greats,2
4104,bistro,2
4105,13.6,2
4106,impresses,2
4107,after-dinner,2
4108,enthusiast,2
4109,hung,2
4110,vanilla.this,2
4111,garners,2
4112,capable,2
4113,sizable,2
4114,mangoes,2
4115,mandarins,2
4116,nuclear,2
4117,rad,2
4118,tbbw,2
4119,spinvitational2022,2
4120,le,2
4121,coalescing,2
4122,sambuca,2
4123,searched,2
4124,gladly,2
4125,slow-sipping,2
4126,chocolatety,2
4127,transitions,2
4128,separates,2
4129,fathom,2
4130,owner,2
4131,prices,2
4132,random,2
4133,rosa,2
4134,re-reviewing,2
4135,reddish-brown,2
4136,pty,2
4137,suspension,2
4138,intermingle,2
4139,creativity,2
4140,scrumptious,2
4141,mere,2
4142,tour,2
4143,posterity,2
4144,surface.,2
4145,windsor,2
4146,blonde,2
4147,enamel,2
4148,webbed,2
4149,trips,2
4150,decades,2
4151,cue,2
4152,amped,2
4153,proprietor,2
4154,kegs,2
4155,living,2
4156,northern,2
4157,10-12,2
4158,ultimate,2
4159,barrel.the,2
4160,randomly,2
4161,college,2
4162,it.,2
4163,peeking,2
4164,intermingles,2
4165,specific,2
4166,smooth.,2
4167,linger.overall,2
4168,scrubbing,2
4169,nevertheless,2
4170,implies,2
4171,offensive,2
4172,99,2
4173,dissolved,2
4174,hmm,2
4175,drowns,2
4176,wafer,2
4177,18.00,2
4178,razor-thin,2
4179,cranked,2
4180,playing,2
4181,jul-29-2022consumed,2
4182,warrants,2
4183,fructose,2
4184,pulling,2
4185,light-bodied,2
4186,cooling,2
4187,sparkling,2
4188,definition,2
4189,overflowing,2
4190,shock,2
4191,iipas,2
4192,dramatically,2
4193,blackback,2
4194,textbook,2
4195,cleanly,2
4196,shadows,2
4197,pkgd,2
4198,natures,2
4199,costly,2
4200,finish.an,2
4201,rational,2
4202,tartfeel,2
4203,bodyoverall,2
4204,tart/sour,2
4205,classy,2
4206,dozen,2
4207,gusher,2
4208,undisturbed,2
4209,sedimentation,2
4210,disturbed,2
4211,looker,2
4212,folks,2
4213,sip.,2
4214,leather.,2
4215,apply,2
4216,partner,2
4217,kentucky,2
4218,colors,2
4219,vibrancy,2
4220,feel.overall,2
4221,snifter.a,2
4222,moleasses,2
4223,frosted,2
4224,48°,2
4225,betterer,2
4226,differently,2
4227,foot,2
4228,abv.s,2
4229,dislike,2
4230,anyhow,2
4231,mediocre,2
4232,coffee-loving,2
4233,supermarket,2
4234,brilliance,2
4235,tints,2
4236,w/,2
4237,wildflower,2
4238,citronella,2
4239,join,2
4240,scoring,2
4241,tantalizing,2
4242,safe,2
4243,branch-ripe,2
4244,tradeappearance,2
4245,chocolately,2
4246,immediately.nose,2
4247,fruit-filled,2
4248,crafted.overall,2
4249,non-fruited,2
4250,to-go,2
4251,appetizing,2
4252,realized,2
4253,packaging,2
4254,43,2
4255,acridity,2
4256,4/29/2022,2
4257,pored,2
4258,mimosa,2
4259,matters,2
4260,empty,2
4261,reminder,2
4262,pb,2
4263,teasing,2
4264,low-key,2
4265,business,2
4266,awfully,2
4267,sheer,2
4268,saved,2
4269,thirst,2
4270,style.o,2
4271,comprises,2
4272,27,2
4273,heath,2
4274,1+,2
4275,05/17/22,2
4276,doubleganger,2
4277,wildly,2
4278,waterbury,2
4279,underlay,2
4280,glass-,2
4281,moderate-high,2
4282,1200,2
4283,17|18,2
4284,stimulating,2
4285,4.75t,2
4286,vines,2
4287,distance,2
4288,4.25s,2
4289,off-dry,2
4290,reevaluate,2
4291,8/15/22,2
4292,bitter.f,2
4293,cape,2
4294,bars,2
4295,5/7/2022,2
4296,oxidative,2
4297,casually,2
4298,precision,2
4299,drafts,2
4300,polish,2
4301,sinewy,2
4302,biscuit-y,2
4303,consecutive,2
4304,interwoven,2
4305,notations,2
4306,5/18/21,2
4307,music,2
4308,attenuation,2
4309,persistently,2
4310,rural,2
4311,4-pack,2
4312,jazz,2
4313,snow-white,2
4314,code,2
4315,frowzy,2
4316,stability,2
4317,mold,2
4318,0.7,2
4319,quantities,2
4320,bland,2
4321,jennifer,2
4322,riesling,2
4323,above.aroma,2
4324,stalactites,2
4325,absurdly,2
4326,edges.head,2
4327,drifting,2
4328,reviewer,2
4329,popularity,2
4330,howbeit,2
4331,docility,2
4332,rusticity,2
4333,authorities,2
4334,satchels,2
4335,alloy,2
4336,it.pouring,2
4337,mettle,2
4338,coverage,2
4339,direct,2
4340,bitterness.overall,2
4341,cheesy,2
4342,aftertaste.f,2
4343,distantly,2
4344,18/19,2
4345,golf,2
4346,planet,2
4347,streaky,2
4348,overtake,2
4349,mound,2
4350,madeira,2
4351,framboos,2
4352,genre,2
4353,lambik,2
4354,suck,2
4355,inherent,2
4356,intervals,2
4357,inclining,2
4358,candylike,2
4359,engage,2
4360,tarry,2
4361,garnered,2
4362,clump,2
4363,wars,2
4364,pacific,2
4365,amber-orange,2
4366,11/2/2020,2
4367,11/22/2020,2
4368,merpunk1,2
4369,corona,2
4370,inflection,2
4371,berliners,2
4372,funk.this,2
4373,shattering,2
4374,5-6,2
4375,underscoring,2
4376,low-lying,2
4377,foundational,2
4378,reaches,2
4379,bam,2
4380,orange/yellow,2
4381,mingle,2
4382,lace.scent,2
4383,viscose,2
4384,pkg,2
4385,activity,2
4386,spicing,2
4387,adjuncty,2
4388,9.5,2
4389,unfold,2
4390,calmly,2
4391,beware,2
4392,mechanics,2
4393,simmer,2
4394,afterglow,2
4395,league,2
4396,chocolate/fudge,2
4397,tfontana,2
4398,chocolatem-,2
4399,rightfully,2
4400,footed,2
4401,wooded,2
4402,239,2
4403,pollen,2
4404,oiliness,2
4405,milder,2
4406,4.00,2
4407,4.50,2
4408,can.pours,2
4409,macerated,2
4410,hop-burn,2
4411,death,2
4412,prevent,2
4413,pull-tab,2
4414,pomelo,2
4415,dollop,2
4416,drippy,2
4417,moreover,2
4418,eggshell,2
4419,veil,2
4420,polymers,2
4421,grow,2
4422,flakes,2
4423,safety,2
4424,75,2
4425,emitted,2
4426,prompts,2
4427,rip,2
4428,ti,2
4429,gravity,2
4430,craving,2
4431,lights,2
4432,skull,2
4433,view,2
4434,dispersed,2
4435,brick,2
4436,42,2
4437,grilled,2
4438,vegetative,2
4439,cents,2
4440,inasmuch,2
4441,formation,2
4442,plethora,2
4443,dove,2
4444,marijuana,2
4445,sniftera,2
4446,consequently,2
4447,palette,2
4448,rudzud,2
4449,saving,2
4450,bod,2
4451,matt,2
4452,sky,2
4453,mash,2
4454,elevate,2
4455,6th,2
4456,soap,2
4457,zealand,2
4458,mornin,2
4459,quickly.nose,2
4460,introduced,2
4461,underdeveloped,2
4462,backwoods,2
4463,evaporates,2
4464,forceful,2
4465,brash,2
4466,04/03/20,2
4467,advertises,2
4468,hammock,2
4469,factors,2
4470,thinnest,2
4471,sideo,2
4472,jay,2
4473,salinity,2
4474,cheap,2
4475,eyes,2
4476,lying,2
4477,chilling,2
4478,slap,2
4479,adriana,2
4480,amplifies,2
4481,onesie,2
4482,pencil,2
4483,scotch,2
4484,tightrope,2
4485,se,2
4486,calling,2
4487,-ation,2
4488,taxing,2
4489,excessively,2
4490,sucaba,2
4491,smooth.overall,2
4492,exquisitely,2
4493,3/4ths,2
4494,body.overall,2
4495,load,2
4496,caustic,2
4497,70,2
4498,spontaneously,2
4499,diminishes,2
4500,undercarbonated,2
4501,roasting,2
4502,cidre,2
4503,register,2
4504,allagash,2
4505,swishing,2
4506,polished,2
4507,craftsmanship,2
4508,densely,2
4509,kick-off,2
4510,ecru,2
4511,praline,2
4512,gym,2
4513,carbonation.not,2
4514,answer,2
4515,watered,2
4516,one-note,2
4517,backseat,2
4518,funnel,2
4519,opportunities,2
4520,girl,2
4521,centric,2
4522,amidst,2
4523,openness,2
4524,brûlée,2
4525,crème,2
4526,tummy,2
4527,raisinets,2
4528,concern,2
4529,difficulty,2
4530,parallel,2
4531,additives,2
4532,usher,2
4533,coffee-like,2
4534,glaze,2
4535,ushers,2
4536,hair,2
4537,pick-me-up,2
4538,extent,2
4539,tremendously,2
4540,pound,2
4541,chew,2
4542,scene,2
4543,abvs,2
4544,glasgow,2
4545,-medium,2
4546,rightly,2
4547,furtherance,2
4548,comments,2
4549,hefman,2
4550,struggles,2
4551,complexions,2
4552,respirator,2
4553,gulletoverall,2
4554,aids,2
4555,thereby,2
4556,notesi,2
4557,medium/light,2
4558,birch,2
4559,toungue,2
4560,deciduous,2
4561,refreshingo,2
4562,gems,2
4563,sink,2
4564,contents,2
4565,chewy.o,2
4566,contaminants,2
4567,swamp,2
4568,counterpart,2
4569,sister,2
4570,wear,2
4571,archipelago,2
4572,rougher,2
4573,ringlet,2
4574,suffocating,2
4575,meanwhile,2
4576,forces,2
4577,17.17,2
4578,oreo,2
4579,mocca,2
4580,timed,2
4581,truffle,2
4582,relative,2
4583,midriffs,2
4584,puncheon,2
4585,taupe,2
4586,obsidian,2
4587,armagnac/brandy,2
4588,counters,2
4589,'22,2
4590,sneaks,2
4591,overcomes,2
4592,tanginess,2
4593,infamous,2
4594,witch,2
4595,over-rippened,2
4596,promise,2
4597,foretaste,2
4598,amarillo,2
4599,paying,2
4600,derivative,2
4601,wakes,2
4602,george,2
4603,downsides,2
4604,exact,2
4605,purist,2
4606,brasserie,2
4607,fold,2
4608,saint,2
4609,pain,2
4610,32,2
4611,strings,2
4612,topsoil,2
4613,compares,2
4614,reasons,2
4615,exhibits,2
4616,situated,2
4617,63,2
4618,horned,2
4619,recognisable,2
4620,-bourbon,2
4621,bastard,2
4622,jrc1093,2
4623,09/22/2020,2
4624,farm,2
4625,nails,2
4626,epitome,2
4627,address,2
4628,sudsing,2
4629,ham,2
4630,traveled,2
4631,important,2
4632,relax,2
4633,yellow-golden,2
4634,black/brown,2
4635,advance,2
4636,definitively,2
4637,pricetag,2
4638,1/8,2
4639,56,2
4640,warms.taste,2
4641,creams,2
4642,tears,2
4643,progresses,2
4644,adequately,2
4645,barreled,2
4646,acclaimed,2
4647,accentuate,2
4648,webbing,2
4649,noting,2
4650,98,2
4651,fondant,2
4652,disclaimer,2
4653,striking,2
4654,program,2
4655,malt.taste,2
4656,roles,2
4657,unfurls,2
4658,arrived,2
4659,greensboro,2
4660,bend,2
4661,densities,2
4662,pool,2
4663,beer.f,2
4664,interim,2
4665,mouthfeel.o,2
4666,suntan,2
4667,lotion,2
4668,chicory,2
4669,tulipl,2
4670,michigan,2
4671,balminess,2
4672,roasts,2
4673,knocked,2
4674,comparing,2
4675,tabacco,2
4676,mesh,2
4677,mostra,2
4678,doses,2
4679,finish.,2
4680,lol,2
4681,husk,2
4682,sniff,2
4683,color.s-,2
4684,rates,2
4685,mouthwatering,2
4686,encountered,2
4687,pivots,2
4688,station,2
4689,bourbon-soaked,2
4690,displayed,2
4691,crunch,2
4692,cousin,2
4693,bittersweetness,2
4694,o.g,2
4695,fave,2
4696,spell,2
4697,medium-low,2
4698,satisfy,2
4699,dynamics,2
4700,1-finger,2
4701,particles,2
4702,2021look,2
4703,distinctly,2
4704,intently,2
4705,waffle,2
4706,chewable,2
4707,strand,2
4708,fizzling,2
4709,spreading,2
4710,sludgy,2
4711,borders,2
4712,heaps,2
4713,spritz,2
4714,weirdly,2
4715,massively,2
4716,onward,2
4717,mega,2
4718,unapologetic,2
4719,offsets,2
4720,jvgoor3786,2
4721,weaving,2
4722,nowadays,2
4723,chilis,2
4724,eh,2
4725,unabashed,2
4726,pharmaceutical,2
4727,46,2
4728,viscosity.overall,2
4729,surrounds,2
4730,flip,2
4731,newly,2
4732,trailing,2
4733,focuses,2
4734,glossing,2
4735,id,2
4736,prickle,2
4737,rain.taste,2
4738,tounge,2
4739,accidentally,2
4740,conclude,2
4741,daytona,2
4742,curiosity,2
4743,ipa/iipa,2
4744,ominous,2
4745,tan/brown,2
4746,hundred,2
4747,peel/rind,2
4748,tallboy,2
4749,handle,2
4750,throw,2
4751,lining,2
4752,branded,2
4753,peaking,2
4754,entries,2
4755,danky,2
4756,.the,2
4757,deftly,2
4758,deceptively,2
4759,generous-sized,2
4760,nose.taste,2
4761,brittle,2
4762,nib,2
4763,hang,2
4764,hops.t,2
4765,cornucopia,2
4766,immaculate,2
4767,cones,2
4768,zone,2
4769,understanding,2
4770,gracious,2
4771,rounds,2
4772,recognize,2
4773,guidelines,2
4774,burnish,2
4775,joining,2
4776,gifted,2
4777,billowing,2
4778,scary,2
4779,cucumber,2
4780,motueka,2
4781,savin,2
4782,5mouthfeel,2
4783,siblings,2
4784,pineapple.taste,2
4785,struggled,2
4786,crushed,2
4787,moments,2
4788,bowl,2
4789,continually,2
4790,percolating,2
4791,11.8,2
4792,gain,2
4793,malttaste,2
4794,behindaroma,2
4795,casual,2
4796,lid,2
4797,brown-black,2
4798,die,2
4799,goal,2
4800,bleed,2
4801,04/27/22,2
4802,stretch,2
4803,biscuit-like,2
4804,regards,2
4805,pull,2
4806,lottery,2
4807,undertonest,2
4808,newbies,2
4809,retained,2
4810,complement,2
4811,tames,2
4812,buffalo,2
4813,portland,2
4814,splotches,2
4815,novare,2
4816,beginner,2
4817,sealed,2
4818,sep,2
4819,alot,2
4820,winters,2
4821,86,2
4822,head.nose,2
4823,finish.mouthfeel/body,2
4824,bubbles.overall,2
4825,citrusm,2
4826,uniqueness,2
4827,sampler,2
4828,translate,2
4829,notes.overall,2
4830,well-made,2
4831,western,2
4832,coffeetaste,2
4833,represents,2
4834,tailgate,2
4835,brady,2
4836,return,2
4837,tease,2
4838,owing,2
4839,3/4,2
4840,maize,2
4841,juicier,2
4842,riwaka,2
4843,alter,2
4844,ego,2
4845,lacingthere,2
4846,ties,2
4847,slurry,2
4848,quiet,2
4849,chocolate.taste,2
4850,harmonious,2
4851,sloppy,2
4852,therefore,2
4853,nits,2
4854,x,2
4855,sugariness,2
4856,bandaid,2
4857,bed,2
4858,mineralic,2
4859,landed,2
4860,swap,2
4861,potpourri,2
4862,ingredient,2
4863,singe,2
4864,warm.the,2
4865,testing,2
4866,alley,2
4867,2-3,2
4868,discern,2
4869,bourbony,2
4870,paste,2
4871,shockingly,2
4872,hunting,2
4873,celebrating,2
4874,~45,2
4875,integration,2
4876,rug,2
4877,13.7,2
4878,fond,2
4879,elevates,2
4880,revealed,2
4881,behinds-,2
4882,glassa-,2
4883,unsurprisingly,2
4884,fails,2
4885,benthic,2
4886,finish.verdict,2
4887,befitting,2
4888,hurt,2
4889,tomorrow,2
4890,restraint,2
4891,belong,2
4892,storm,2
4893,yellow-gold,2
4894,wind,2
4895,beer.the,2
4896,expected.overall,2
4897,hybrid,2
4898,winooski,2
4899,mule,2
4900,maserved,2
4901,indulge,2
4902,encircled,2
4903,liquid.the,2
4904,retain,2
4905,trust,2
4906,finish.the,2
4907,magnitude,2
4908,resident,2
4909,bbt,2
4910,84,2
4911,remainder,2
4912,rankings,2
4913,palates,2
4914,neatly,2
4915,lacingoh,2
4916,temptation,2
4917,sweetthis,2
4918,signifying,2
4919,easy-drinking,2
4920,smoothest,2
4921,gram,2
4922,medium-mocha,2
4923,lite/moderate,2
4924,fuel,2
4925,lingerm-,2
4926,finisho-,2
4927,compete,2
4928,vanilla.the,2
4929,dome,2
4930,begging,2
4931,enriches,2
4932,smile,2
4933,rex,2
4934,thinking,2
4935,wonders,2
4936,providence,2
4937,tending,2
4938,persistence,2
4939,balance.taste,2
4940,convince,2
4941,tripel,2
4942,medium-long,2
4943,vs.,2
4944,wants,2
4945,stout-like,2
4946,includes,2
4947,boot,2
4948,explosive,2
4949,4th,2
4950,trek,2
4951,playdoh,2
4952,connected,2
4953,marshmallows.as,2
4954,strength.serving,2
4955,hinting,2
4956,perceptible.m,2
4957,me.i,2
4958,vintagealright,2
4959,excel,2
4960,stomach,2
4961,t.,2
4962,ultra-fine,2
4963,jamaican,2
4964,fruit-forward,2
4965,strap,2
4966,neapolitan,2
4967,capture,2
4968,toes,2
4969,impossibly,2
4970,built,2
4971,trappist,2
4972,roastier,2
4973,down.s,2
4974,en,2
4975,creamyt,2
4976,salted,2
4977,lay,2
4978,percentage,2
4979,greatly,2
4980,grapefruity,2
4981,cherish,2
4982,lovers,2
4983,abound,2
4984,manageable,2
4985,non-existent,2
4986,thiccc,2
4987,milk-white,2
4988,fronts,2
4989,improved,2
4990,freekin,2
4991,confirmed,2
4992,reinforcing,2
4993,eminently,2
4994,jumping,2
4995,stl,2
4996,contributing,2
4997,101,2
4998,cling.overall,2
4999,trickle,2
5000,dollops,2
5001,controversial,2
5002,shares,2
5003,fruit.t,2
5004,adjuncted,2
5005,disguised,2
5006,dl,2
5007,portuguese,2
5008,cast,2
5009,fog,2
5010,pru,2
5011,dewy,2
5012,stony,2
5013,elixir,2
5014,simultaneous,2
5015,carbonation.tastes,2
5016,message,2
5017,finish.very,2
5018,attenuated,2
5019,magnolia,2
5020,grind,2
5021,outlandish,2
5022,varying,2
5023,ah,2
5024,creamoverall,2
5025,4/28/21,2
5026,pulls,2
5027,celtics,2
5028,garlic,2
5029,12.5,2
5030,littered,2
5031,dexterity,2
5032,badly,2
5033,-sweet,2
5034,objectively,2
5035,explode,2
5036,handful,2
5037,counterparts,2
5038,31,2
5039,juli-ish,2
5040,jesus,2
5041,nod,2
5042,founder,2
5043,purplish,2
5044,45°f.pours,2
5045,1/3,2
5046,kids,2
5047,super-soft,2
5048,"7,968",2
5049,latte,2
5050,pouted,2
5051,service,2
5052,lacingwow,2
5053,body.s,2
5054,approximately,2
5055,rolled,2
5056,hole,2
5057,cold-brew,2
5058,deepening,2
5059,heaviness,2
5060,ahh,2
5061,clementines,2
5062,popcorn,2
5063,gamble,2
5064,ash,2
5065,ensues,2
5066,curbside,2
5067,oat-like,2
5068,rum-soaked,2
5069,competently,2
5070,20.20/4-pk,2
5071,peer,2
5072,slam,2
5073,foreshadowing,2
5074,echelon,2
5075,beef,2
5076,major,2
5077,sparkly,2
5078,flavorless,2
5079,introduces,2
5080,14oz,2
5081,ethyl,2
5082,smoothen,2
5083,philadelphia,2
5084,hall,2
5085,westy,2
5086,down.overall,2
5087,good.the,2
5088,wondered,2
5089,777,2
5090,issues,2
5091,mistaken,2
5092,shimmering,2
5093,cancanned,2
5094,stickee,2
5095,accurate,2
5096,swiftly,2
5097,broad,2
5098,flavor.feel,2
5099,provided,2
5100,lightened,2
5101,blanc,2
5102,group,2
5103,tempted,2
5104,impressively,2
5105,ongoing,2
5106,glass.overall,2
5107,12.7oz,2
5108,nap,2
5109,pillows,2
5110,terribly,2
5111,hippie,2
5112,fail,2
5113,glassbought,2
5114,cranberry,2
5115,inferior,2
5116,leaps,2
5117,coriander,2
5118,seed,2
5119,forgetting,2
5120,subside,2
5121,nears,2
5122,ratios,2
5123,peeks,2
5124,judging,2
5125,edge.the,2
5126,legend,2
5127,myriad,2
5128,recalls,2
5129,simcoe,2
5130,flagship,2
5131,11.3,2
5132,succinct,2
5133,exeter,2
5134,quickly.s,2
5135,diminished,2
5136,pa,2
5137,punched,2
5138,putting,2
5139,habanero,2
5140,sweet.taste,2
5141,gingerbread,2
5142,drawing,2
5143,yrs,2
5144,field,2
5145,science,2
5146,sugar/molasses,2
5147,feat,2
5148,'19,2
5149,moderated,2
5150,motor-oil,2
5151,vsoj,2
5152,gracefully,2
5153,emanates,2
5154,potency,2
5155,favor,2
5156,expresso,2
5157,overpowers,2
5158,cycle,2
5159,vertical,2
5160,calusa,2
5161,browned,2
5162,squeeze,2
5163,restaurant,2
5164,4+,2
5165,stowe,2
5166,citrus/tropical,2
5167,liars,2
5168,chiles,2
5169,frank,2
5170,nice.overall,2
5171,vt,2
5172,dock,2
5173,appearance.taste,2
5174,tastier,2
5175,comparable,2
5176,in-your-face,2
5177,player,2
5178,routinely,2
5179,notes.mouth-feel,2
5180,caresses,2
5181,it.mouth,2
5182,keg,2
5183,bcbcs,2
5184,seeps,2
5185,emphasis,2
5186,boxes,2
5187,charente,2
5188,durobar,2
5189,chopped,2
5190,removed,2
5191,respectable,2
5192,tulsa,2
5193,loam,2
5194,multiples,2
5195,rain,2
5196,headed,2
5197,beat,2
5198,had.f,2
5199,medium-dry,2
5200,ribbons,2
5201,13.8,2
5202,ensures,2
5203,14.6,2
5204,buildout,2
5205,untitled,2
5206,letting,2
5207,armsby,2
5208,designed,2
5209,earns,2
5210,continue,2
5211,thoughsmell,2
5212,learned,2
5213,integrity,2
5214,boneyard,2
5215,nobody,2
5216,jackie,2
5217,exceeds,2
5218,candies,2
5219,bears,2
5220,apparently,2
5221,alvarado,2
5222,ranges,2
5223,'em,2
5224,era,2
5225,sake,2
5226,kaki,2
5227,hairs,2
5228,midway,2
5229,sunset,2
5230,honeyed,2
5231,vanilla.t,2
5232,demonstrates,2
5233,uneven,2
5234,anticipation,2
5235,included,2
5236,medium-thin,2
5237,duration,2
5238,ansari,2
5239,impeccable,2
5240,tired,2
5241,grabbing,2
